GeneID,TranscriptID,GC
ENSOANG00000003943,ENSOANT00000006239,45.89
ENSOANG00000003944,ENSOANT00000006240,47.82
ENSOANG00000010438,ENSOANT00000016548,59.40
ENSOANG00000031780,ENSOANT00000042147,54.67
ENSOANG00000003945,ENSOANT00000006241,40.80
ENSOANG00000003945,ENSOANT00000006242,40.80
ENSOANG00000020275,ENSOANT00000029560,41.88
ENSOANG00000011157,ENSOANT00000017680,43.71
ENSOANG00000003946,ENSOANT00000006243,44.23
ENSOANG00000013644,ENSOANT00000021534,43.59
ENSOANG00000003947,ENSOANT00000006244,48.73
ENSOANG00000008891,ENSOANT00000030645,51.46
ENSOANG00000008891,ENSOANT00000014161,51.46
ENSOANG00000007684,ENSOANT00000012245,50.19
ENSOANG00000011630,ENSOANT00000018427,41.34
ENSOANG00000020406,ENSOANT00000029745,57.24
ENSOANG00000001350,ENSOANT00000002150,61.75
ENSOANG00000031909,ENSOANT00000039352,40.59
ENSOANG00000021571,ENSOANT00000031264,45.28
ENSOANG00000002937,ENSOANT00000004667,59.58
ENSOANG00000030722,ENSOANT00000042451,44.57
ENSOANG00000022376,ENSOANT00000032355,45.38
ENSOANG00000012090,ENSOANT00000019150,40.81
ENSOANG00000012091,ENSOANT00000019153,45.09
ENSOANG00000012091,ENSOANT00000019155,45.09
ENSOANG00000015211,ENSOANT00000023958,51.27
ENSOANG00000001288,ENSOANT00000002060,46.08
ENSOANG00000002364,ENSOANT00000003745,58.30
ENSOANG00000030952,ENSOANT00000042270,43.00
ENSOANG00000014231,ENSOANT00000022435,54.32
ENSOANG00000014231,ENSOANT00000022436,54.32
ENSOANG00000001293,ENSOANT00000002072,52.13
ENSOANG00000001300,ENSOANT00000002084,57.19
ENSOANG00000001305,ENSOANT00000002087,51.77
ENSOANG00000029942,ENSOANT00000041816,65.72
ENSOANG00000022754,ENSOANT00000032875,49.16
ENSOANG00000015728,ENSOANT00000024795,55.62
ENSOANG00000001307,ENSOANT00000002090,53.63
ENSOANG00000001291,ENSOANT00000002065,56.45
ENSOANG00000015729,ENSOANT00000024796,74.28
ENSOANG00000009006,ENSOANT00000014333,57.30
ENSOANG00000010129,ENSOANT00000016063,63.70
ENSOANG00000020709,ENSOANT00000030145,46.18
ENSOANG00000003549,ENSOANT00000005628,57.97
ENSOANG00000008773,ENSOANT00000013981,42.00
ENSOANG00000007883,ENSOANT00000012552,41.99
ENSOANG00000003062,ENSOANT00000004849,65.53
ENSOANG00000007848,ENSOANT00000012504,64.95
ENSOANG00000003059,ENSOANT00000004843,40.81
ENSOANG00000003058,ENSOANT00000004841,41.55
ENSOANG00000003058,ENSOANT00000004842,41.55
ENSOANG00000002021,ENSOANT00000003206,58.53
ENSOANG00000000477,ENSOANT00000000761,73.71
ENSOANG00000000728,ENSOANT00000001143,59.61
ENSOANG00000007785,ENSOANT00000012400,51.23
ENSOANG00000007785,ENSOANT00000012401,51.23
ENSOANG00000000478,ENSOANT00000000762,53.51
ENSOANG00000000479,ENSOANT00000000763,51.96
ENSOANG00000000480,ENSOANT00000000764,53.87
ENSOANG00000000481,ENSOANT00000000765,50.56
ENSOANG00000007743,ENSOANT00000030951,52.12
ENSOANG00000021430,ENSOANT00000031084,40.63
ENSOANG00000021314,ENSOANT00000030921,50.58
ENSOANG00000006365,ENSOANT00000010169,64.36
ENSOANG00000006365,ENSOANT00000010168,64.36
ENSOANG00000021081,ENSOANT00000030622,61.59
ENSOANG00000020446,ENSOANT00000029799,43.65
ENSOANG00000006599,ENSOANT00000010527,53.29
ENSOANG00000014498,ENSOANT00000022849,56.08
ENSOANG00000007239,ENSOANT00000011524,43.19
ENSOANG00000030164,ENSOANT00000039305,61.62
ENSOANG00000028484,ENSOANT00000040956,45.97
ENSOANG00000021681,ENSOANT00000031415,50.58
ENSOANG00000001838,ENSOANT00000002919,42.16
ENSOANG00000028865,ENSOANT00000042077,41.31
ENSOANG00000030112,ENSOANT00000039677,56.12
ENSOANG00000028681,ENSOANT00000041098,60.78
ENSOANG00000029783,ENSOANT00000041163,51.45
ENSOANG00000007431,ENSOANT00000011833,64.31
ENSOANG00000003714,ENSOANT00000005889,43.60
ENSOANG00000001840,ENSOANT00000002924,47.60
ENSOANG00000001842,ENSOANT00000002928,48.77
ENSOANG00000004260,ENSOANT00000006767,42.06
ENSOANG00000008740,ENSOANT00000013936,51.11
ENSOANG00000008740,ENSOANT00000013935,51.11
ENSOANG00000029704,ENSOANT00000038927,49.33
ENSOANG00000001844,ENSOANT00000002930,55.46
ENSOANG00000014243,ENSOANT00000022453,41.14
ENSOANG00000001843,ENSOANT00000002929,44.76
ENSOANG00000031547,ENSOANT00000040258,61.15
ENSOANG00000013642,ENSOANT00000021530,49.78
ENSOANG00000029810,ENSOANT00000040480,54.75
ENSOANG00000000729,ENSOANT00000001144,49.11
ENSOANG00000009811,ENSOANT00000015563,57.31
ENSOANG00000030898,ENSOANT00000041462,72.97
ENSOANG00000015222,ENSOANT00000023972,53.01
ENSOANG00000031048,ENSOANT00000042061,62.43
ENSOANG00000031412,ENSOANT00000040165,36.67
ENSOANG00000008399,ENSOANT00000013345,62.69
ENSOANG00000028540,ENSOANT00000042507,60.80
ENSOANG00000031652,ENSOANT00000040280,50.12
ENSOANG00000029988,ENSOANT00000042237,70.77
ENSOANG00000008855,ENSOANT00000014098,56.20
ENSOANG00000009914,ENSOANT00000015721,56.06
ENSOANG00000007064,ENSOANT00000011242,56.39
ENSOANG00000029346,ENSOANT00000041079,42.95
ENSOANG00000029101,ENSOANT00000041703,51.45
ENSOANG00000008856,ENSOANT00000014101,63.40
ENSOANG00000008856,ENSOANT00000014100,63.40
ENSOANG00000008777,ENSOANT00000013989,67.30
ENSOANG00000008777,ENSOANT00000013990,67.30
ENSOANG00000008857,ENSOANT00000014103,57.91
ENSOANG00000003834,ENSOANT00000006087,50.48
ENSOANG00000005639,ENSOANT00000008973,55.56
ENSOANG00000004544,ENSOANT00000007207,65.62
ENSOANG00000004545,ENSOANT00000007209,67.35
ENSOANG00000030929,ENSOANT00000042474,41.06
ENSOANG00000031787,ENSOANT00000041140,66.34
ENSOANG00000022624,ENSOANT00000032693,67.15
ENSOANG00000030824,ENSOANT00000039372,59.98
ENSOANG00000000976,ENSOANT00000001547,65.65
ENSOANG00000002884,ENSOANT00000032178,60.45
ENSOANG00000014894,ENSOANT00000023451,61.37
ENSOANG00000022206,ENSOANT00000032126,37.76
ENSOANG00000006665,ENSOANT00000010634,54.96
ENSOANG00000001452,ENSOANT00000002305,56.57
ENSOANG00000004345,ENSOANT00000006892,47.70
ENSOANG00000031409,ENSOANT00000039837,43.94
ENSOANG00000012985,ENSOANT00000020529,43.90
ENSOANG00000012985,ENSOANT00000020530,43.90
ENSOANG00000004000,ENSOANT00000006333,62.13
ENSOANG00000003688,ENSOANT00000005850,50.00
ENSOANG00000004001,ENSOANT00000006334,68.47
ENSOANG00000003689,ENSOANT00000005851,42.87
ENSOANG00000003690,ENSOANT00000005854,44.07
ENSOANG00000012955,ENSOANT00000020492,51.42
ENSOANG00000009630,ENSOANT00000015296,54.39
ENSOANG00000021734,ENSOANT00000031496,63.12
ENSOANG00000030136,ENSOANT00000038506,41.84
ENSOANG00000030071,ENSOANT00000041612,44.14
ENSOANG00000022289,ENSOANT00000032235,51.05
ENSOANG00000022289,ENSOANT00000032236,51.05
ENSOANG00000031340,ENSOANT00000039931,52.89
ENSOANG00000003948,ENSOANT00000006247,48.33
ENSOANG00000021511,ENSOANT00000031193,43.44
ENSOANG00000006822,ENSOANT00000010882,41.92
ENSOANG00000006823,ENSOANT00000010884,48.00
ENSOANG00000006824,ENSOANT00000010885,44.35
ENSOANG00000012292,ENSOANT00000019450,58.76
ENSOANG00000032296,ENSOANT00000038938,53.93
ENSOANG00000012293,ENSOANT00000019452,53.10
ENSOANG00000032061,ENSOANT00000038875,60.44
ENSOANG00000002524,ENSOANT00000003996,57.26
ENSOANG00000002524,ENSOANT00000003997,57.26
ENSOANG00000003045,ENSOANT00000032083,58.21
ENSOANG00000003045,ENSOANT00000004824,58.21
ENSOANG00000031550,ENSOANT00000039259,45.95
ENSOANG00000003950,ENSOANT00000006249,49.50
ENSOANG00000030302,ENSOANT00000040057,45.85
ENSOANG00000031989,ENSOANT00000041901,52.23
ENSOANG00000012924,ENSOANT00000006250,46.44
ENSOANG00000032264,ENSOANT00000040767,39.32
ENSOANG00000008700,ENSOANT00000013862,41.22
ENSOANG00000012923,ENSOANT00000020442,41.73
ENSOANG00000029415,ENSOANT00000040374,35.87
ENSOANG00000032114,ENSOANT00000038777,42.07
ENSOANG00000003129,ENSOANT00000004963,41.95
ENSOANG00000003130,ENSOANT00000031093,47.15
ENSOANG00000003131,ENSOANT00000004967,44.81
ENSOANG00000019723,ENSOANT00000028810,60.53
ENSOANG00000003132,ENSOANT00000004968,45.15
ENSOANG00000003133,ENSOANT00000004969,46.30
ENSOANG00000003134,ENSOANT00000004970,62.93
ENSOANG00000012987,ENSOANT00000020532,40.86
ENSOANG00000003985,ENSOANT00000006310,69.58
ENSOANG00000003986,ENSOANT00000006312,48.33
ENSOANG00000003988,ENSOANT00000006317,53.71
ENSOANG00000003988,ENSOANT00000006318,53.71
ENSOANG00000007571,ENSOANT00000012070,42.45
ENSOANG00000007570,ENSOANT00000012067,41.79
ENSOANG00000007570,ENSOANT00000012068,41.79
ENSOANG00000022097,ENSOANT00000031979,54.50
ENSOANG00000015379,ENSOANT00000024197,45.43
ENSOANG00000003352,ENSOANT00000005323,45.84
ENSOANG00000006361,ENSOANT00000010161,66.51
ENSOANG00000012395,ENSOANT00000019615,43.49
ENSOANG00000031949,ENSOANT00000040734,45.53
ENSOANG00000009861,ENSOANT00000015640,44.18
ENSOANG00000009860,ENSOANT00000015638,43.76
ENSOANG00000014247,ENSOANT00000041670,47.89
ENSOANG00000014247,ENSOANT00000022459,47.89
ENSOANG00000009858,ENSOANT00000015635,44.11
ENSOANG00000010125,ENSOANT00000016056,50.65
ENSOANG00000004747,ENSOANT00000007519,59.91
ENSOANG00000009859,ENSOANT00000015637,46.10
ENSOANG00000009857,ENSOANT00000015633,43.10
ENSOANG00000019877,ENSOANT00000029025,58.16
ENSOANG00000019877,ENSOANT00000029023,58.16
ENSOANG00000002272,ENSOANT00000003597,45.26
ENSOANG00000004748,ENSOANT00000007521,64.63
ENSOANG00000014126,ENSOANT00000022287,41.99
ENSOANG00000014126,ENSOANT00000022288,41.99
ENSOANG00000021383,ENSOANT00000031020,56.84
ENSOANG00000014123,ENSOANT00000022286,41.54
ENSOANG00000020748,ENSOANT00000030193,47.56
ENSOANG00000020747,ENSOANT00000030192,43.73
ENSOANG00000004253,ENSOANT00000006758,61.62
ENSOANG00000004253,ENSOANT00000006757,61.62
ENSOANG00000012548,ENSOANT00000019846,56.15
ENSOANG00000004254,ENSOANT00000006759,63.67
ENSOANG00000014122,ENSOANT00000022280,73.31
ENSOANG00000014122,ENSOANT00000022281,73.31
ENSOANG00000014120,ENSOANT00000022276,41.00
ENSOANG00000022450,ENSOANT00000032452,67.66
ENSOANG00000021428,ENSOANT00000031080,40.62
ENSOANG00000013772,ENSOANT00000021724,39.24
ENSOANG00000029927,ENSOANT00000039857,34.43
ENSOANG00000029481,ENSOANT00000041526,48.23
ENSOANG00000007608,ENSOANT00000012133,57.69
ENSOANG00000030644,ENSOANT00000040302,40.15
ENSOANG00000013771,ENSOANT00000021722,43.11
ENSOANG00000028878,ENSOANT00000040568,49.82
ENSOANG00000005388,ENSOANT00000008573,49.41
ENSOANG00000013913,ENSOANT00000021935,59.63
ENSOANG00000005391,ENSOANT00000008577,44.25
ENSOANG00000021425,ENSOANT00000031076,46.10
ENSOANG00000005392,ENSOANT00000008580,45.40
ENSOANG00000009368,ENSOANT00000014905,51.11
ENSOANG00000009367,ENSOANT00000014901,46.07
ENSOANG00000029901,ENSOANT00000039966,57.71
ENSOANG00000022465,ENSOANT00000032469,55.56
ENSOANG00000002760,ENSOANT00000004392,48.07
ENSOANG00000002761,ENSOANT00000004393,51.79
ENSOANG00000031886,ENSOANT00000042422,45.91
ENSOANG00000010670,ENSOANT00000016925,50.22
ENSOANG00000029567,ENSOANT00000039845,40.31
ENSOANG00000001642,ENSOANT00000002630,50.04
ENSOANG00000031443,ENSOANT00000041184,63.04
ENSOANG00000015707,ENSOANT00000024759,53.56
ENSOANG00000013119,ENSOANT00000020733,49.38
ENSOANG00000001318,ENSOANT00000002106,52.39
ENSOANG00000031725,ENSOANT00000041116,50.79
ENSOANG00000009366,ENSOANT00000014899,50.23
ENSOANG00000020684,ENSOANT00000030116,47.83
ENSOANG00000009365,ENSOANT00000014896,45.72
ENSOANG00000009363,ENSOANT00000014894,47.23
ENSOANG00000021422,ENSOANT00000031073,45.29
ENSOANG00000009362,ENSOANT00000014890,44.96
ENSOANG00000031523,ENSOANT00000041651,40.67
ENSOANG00000021421,ENSOANT00000031072,44.09
ENSOANG00000030671,ENSOANT00000039903,42.83
ENSOANG00000007786,ENSOANT00000012402,63.61
ENSOANG00000007787,ENSOANT00000012404,44.69
ENSOANG00000032243,ENSOANT00000038797,56.40
ENSOANG00000007788,ENSOANT00000012406,44.42
ENSOANG00000020521,ENSOANT00000029905,45.11
ENSOANG00000020521,ENSOANT00000029906,45.11
ENSOANG00000007790,ENSOANT00000012408,47.80
ENSOANG00000007791,ENSOANT00000012410,47.00
ENSOANG00000007792,ENSOANT00000012414,41.54
ENSOANG00000007792,ENSOANT00000012415,41.54
ENSOANG00000000562,ENSOANT00000000894,45.97
ENSOANG00000008321,ENSOANT00000013227,51.19
ENSOANG00000007794,ENSOANT00000012416,68.54
ENSOANG00000007795,ENSOANT00000012419,38.68
ENSOANG00000021184,ENSOANT00000030761,55.73
ENSOANG00000029217,ENSOANT00000042111,36.82
ENSOANG00000007798,ENSOANT00000012422,39.16
ENSOANG00000007799,ENSOANT00000012424,42.27
ENSOANG00000007799,ENSOANT00000012423,42.27
ENSOANG00000020048,ENSOANT00000029256,54.46
ENSOANG00000011952,ENSOANT00000018939,40.81
ENSOANG00000007800,ENSOANT00000012425,43.44
ENSOANG00000007801,ENSOANT00000012427,44.31
ENSOANG00000007802,ENSOANT00000012428,42.03
ENSOANG00000021419,ENSOANT00000031069,43.05
ENSOANG00000007803,ENSOANT00000012432,64.49
ENSOANG00000021418,ENSOANT00000012434,45.21
ENSOANG00000007807,ENSOANT00000012439,43.63
ENSOANG00000007804,ENSOANT00000012440,43.02
ENSOANG00000007804,ENSOANT00000012438,43.02
ENSOANG00000030543,ENSOANT00000041460,42.06
ENSOANG00000007810,ENSOANT00000012448,45.32
ENSOANG00000007810,ENSOANT00000012449,45.32
ENSOANG00000031839,ENSOANT00000042421,50.18
ENSOANG00000030451,ENSOANT00000038505,59.42
ENSOANG00000003204,ENSOANT00000005086,66.20
ENSOANG00000007333,ENSOANT00000011678,40.23
ENSOANG00000029040,ENSOANT00000041886,47.53
ENSOANG00000007809,ENSOANT00000012443,41.12
ENSOANG00000007813,ENSOANT00000012450,49.07
ENSOANG00000020387,ENSOANT00000029715,61.57
ENSOANG00000007814,ENSOANT00000012452,42.31
ENSOANG00000007814,ENSOANT00000012454,42.31
ENSOANG00000007737,ENSOANT00000012326,59.87
ENSOANG00000007816,ENSOANT00000012456,46.91
ENSOANG00000007816,ENSOANT00000012457,46.91
ENSOANG00000029915,ENSOANT00000039786,48.86
ENSOANG00000007817,ENSOANT00000012459,42.94
ENSOANG00000002671,ENSOANT00000004254,58.85
ENSOANG00000029716,ENSOANT00000038520,69.71
ENSOANG00000007473,ENSOANT00000011894,63.19
ENSOANG00000007474,ENSOANT00000011897,59.12
ENSOANG00000007474,ENSOANT00000011896,59.12
ENSOANG00000019792,ENSOANT00000028904,45.17
ENSOANG00000021416,ENSOANT00000031067,40.53
ENSOANG00000007476,ENSOANT00000011899,63.20
ENSOANG00000007819,ENSOANT00000012460,50.44
ENSOANG00000007820,ENSOANT00000012466,43.56
ENSOANG00000007820,ENSOANT00000012465,43.56
ENSOANG00000005495,ENSOANT00000008733,47.49
ENSOANG00000005496,ENSOANT00000008735,51.51
ENSOANG00000019756,ENSOANT00000028854,53.21
ENSOANG00000032234,ENSOANT00000041723,45.18
ENSOANG00000021415,ENSOANT00000031066,41.89
ENSOANG00000031506,ENSOANT00000042380,35.71
ENSOANG00000021414,ENSOANT00000031065,42.00
ENSOANG00000003604,ENSOANT00000005717,43.75
ENSOANG00000003606,ENSOANT00000005722,38.53
ENSOANG00000003607,ENSOANT00000005724,36.62
ENSOANG00000012637,ENSOANT00000019987,58.50
ENSOANG00000020844,ENSOANT00000030321,47.69
ENSOANG00000003609,ENSOANT00000005729,38.85
ENSOANG00000003608,ENSOANT00000005727,38.29
ENSOANG00000003610,ENSOANT00000005731,41.48
ENSOANG00000028594,ENSOANT00000041903,53.11
ENSOANG00000003611,ENSOANT00000005734,42.64
ENSOANG00000009433,ENSOANT00000014996,53.47
ENSOANG00000021733,ENSOANT00000031494,60.39
ENSOANG00000031917,ENSOANT00000040189,57.89
ENSOANG00000011989,ENSOANT00000018994,57.19
ENSOANG00000032283,ENSOANT00000039762,53.09
ENSOANG00000011951,ENSOANT00000018938,42.76
ENSOANG00000006316,ENSOANT00000010099,52.87
ENSOANG00000021411,ENSOANT00000031061,36.89
ENSOANG00000008417,ENSOANT00000013375,43.51
ENSOANG00000022554,ENSOANT00000032594,43.94
ENSOANG00000012329,ENSOANT00000019512,45.96
ENSOANG00000003591,ENSOANT00000005697,40.01
ENSOANG00000012330,ENSOANT00000019513,51.56
ENSOANG00000012330,ENSOANT00000019514,51.56
ENSOANG00000003592,ENSOANT00000005700,40.92
ENSOANG00000012331,ENSOANT00000019515,45.55
ENSOANG00000012332,ENSOANT00000019517,40.66
ENSOANG00000012333,ENSOANT00000019518,44.45
ENSOANG00000012334,ENSOANT00000019519,43.69
ENSOANG00000012335,ENSOANT00000019521,42.03
ENSOANG00000011491,ENSOANT00000018211,47.08
ENSOANG00000013832,ENSOANT00000021809,38.85
ENSOANG00000007484,ENSOANT00000011912,38.73
ENSOANG00000011910,ENSOANT00000018880,59.70
ENSOANG00000011910,ENSOANT00000018881,59.70
ENSOANG00000007485,ENSOANT00000011914,39.14
ENSOANG00000007485,ENSOANT00000011913,39.14
ENSOANG00000002326,ENSOANT00000003689,50.43
ENSOANG00000028364,ENSOANT00000040620,31.50
ENSOANG00000006831,ENSOANT00000010893,44.90
ENSOANG00000012336,ENSOANT00000019522,40.86
ENSOANG00000012337,ENSOANT00000019524,40.85
ENSOANG00000028809,ENSOANT00000041808,36.09
ENSOANG00000031934,ENSOANT00000041105,38.59
ENSOANG00000012338,ENSOANT00000019525,38.67
ENSOANG00000012338,ENSOANT00000019526,38.67
ENSOANG00000022545,ENSOANT00000032583,36.24
ENSOANG00000022542,ENSOANT00000032580,38.46
ENSOANG00000022542,ENSOANT00000006817,38.46
ENSOANG00000022542,ENSOANT00000032581,38.46
ENSOANG00000021889,ENSOANT00000031703,47.31
ENSOANG00000005072,ENSOANT00000008051,39.09
ENSOANG00000028422,ENSOANT00000042432,39.15
ENSOANG00000004293,ENSOANT00000006816,39.40
ENSOANG00000005073,ENSOANT00000008053,51.39
ENSOANG00000012890,ENSOANT00000020387,42.66
ENSOANG00000019797,ENSOANT00000028911,49.97
ENSOANG00000019797,ENSOANT00000028912,49.97
ENSOANG00000005074,ENSOANT00000008054,45.42
ENSOANG00000006168,ENSOANT00000009860,40.70
ENSOANG00000021410,ENSOANT00000031060,44.73
ENSOANG00000005077,ENSOANT00000008057,48.04
ENSOANG00000005078,ENSOANT00000008060,47.42
ENSOANG00000014248,ENSOANT00000022460,59.23
ENSOANG00000005079,ENSOANT00000008063,43.81
ENSOANG00000030744,ENSOANT00000040549,54.60
ENSOANG00000010681,ENSOANT00000016941,55.89
ENSOANG00000005082,ENSOANT00000008070,40.86
ENSOANG00000005762,ENSOANT00000009183,43.80
ENSOANG00000031930,ENSOANT00000039218,48.54
ENSOANG00000021408,ENSOANT00000031057,43.50
ENSOANG00000021345,ENSOANT00000030967,52.22
ENSOANG00000005086,ENSOANT00000008076,40.84
ENSOANG00000005086,ENSOANT00000008077,40.84
ENSOANG00000005087,ENSOANT00000008078,45.19
ENSOANG00000005088,ENSOANT00000008079,40.44
ENSOANG00000005089,ENSOANT00000008081,40.27
ENSOANG00000029135,ENSOANT00000041640,42.76
ENSOANG00000005090,ENSOANT00000008082,43.92
ENSOANG00000014377,ENSOANT00000022663,43.45
ENSOANG00000028584,ENSOANT00000038931,62.66
ENSOANG00000019833,ENSOANT00000028957,60.94
ENSOANG00000005091,ENSOANT00000008083,42.67
ENSOANG00000005092,ENSOANT00000008087,44.34
ENSOANG00000005092,ENSOANT00000008088,44.34
ENSOANG00000021253,ENSOANT00000030855,55.79
ENSOANG00000030075,ENSOANT00000040672,54.69
ENSOANG00000005094,ENSOANT00000031054,45.52
ENSOANG00000031701,ENSOANT00000040143,55.60
ENSOANG00000009026,ENSOANT00000014362,55.30
ENSOANG00000009027,ENSOANT00000014363,61.16
ENSOANG00000005095,ENSOANT00000008090,49.81
ENSOANG00000005831,ENSOANT00000009282,52.27
ENSOANG00000031472,ENSOANT00000039315,49.14
ENSOANG00000005096,ENSOANT00000008092,61.89
ENSOANG00000019785,ENSOANT00000028894,52.67
ENSOANG00000006594,ENSOANT00000010519,60.32
ENSOANG00000028298,ENSOANT00000041495,67.93
ENSOANG00000015227,ENSOANT00000023979,65.09
ENSOANG00000031643,ENSOANT00000041588,65.43
ENSOANG00000028486,ENSOANT00000038877,36.94
ENSOANG00000021782,ENSOANT00000031558,54.84
ENSOANG00000005097,ENSOANT00000008093,59.15
ENSOANG00000005099,ENSOANT00000008094,40.90
ENSOANG00000005100,ENSOANT00000008096,42.69
ENSOANG00000005101,ENSOANT00000031051,39.86
ENSOANG00000005102,ENSOANT00000008099,43.29
ENSOANG00000005104,ENSOANT00000008109,41.75
ENSOANG00000005108,ENSOANT00000008111,41.58
ENSOANG00000005108,ENSOANT00000008110,41.58
ENSOANG00000005109,ENSOANT00000008113,46.29
ENSOANG00000012807,ENSOANT00000020266,40.68
ENSOANG00000021009,ENSOANT00000030542,63.55
ENSOANG00000005110,ENSOANT00000008115,45.00
ENSOANG00000000807,ENSOANT00000001250,59.34
ENSOANG00000005112,ENSOANT00000008117,47.90
ENSOANG00000005115,ENSOANT00000008122,51.17
ENSOANG00000005116,ENSOANT00000008126,47.95
ENSOANG00000005117,ENSOANT00000008127,48.07
ENSOANG00000031322,ENSOANT00000041777,45.35
ENSOANG00000021397,ENSOANT00000031042,55.52
ENSOANG00000014585,ENSOANT00000022976,53.41
ENSOANG00000014585,ENSOANT00000022979,53.41
ENSOANG00000028460,ENSOANT00000038457,55.65
ENSOANG00000014587,ENSOANT00000022981,51.86
ENSOANG00000004585,ENSOANT00000007269,51.12
ENSOANG00000014588,ENSOANT00000022982,59.26
ENSOANG00000002315,ENSOANT00000003675,46.51
ENSOANG00000002314,ENSOANT00000003671,51.50
ENSOANG00000013683,ENSOANT00000021580,42.14
ENSOANG00000002313,ENSOANT00000003668,56.11
ENSOANG00000002310,ENSOANT00000003665,54.76
ENSOANG00000003230,ENSOANT00000005125,45.11
ENSOANG00000008044,ENSOANT00000012790,61.55
ENSOANG00000002309,ENSOANT00000003657,57.38
ENSOANG00000004041,ENSOANT00000006409,47.69
ENSOANG00000002305,ENSOANT00000003654,56.81
ENSOANG00000031487,ENSOANT00000039214,44.11
ENSOANG00000029314,ENSOANT00000041157,49.87
ENSOANG00000002299,ENSOANT00000003647,52.93
ENSOANG00000002296,ENSOANT00000003638,56.82
ENSOANG00000029898,ENSOANT00000040801,62.24
ENSOANG00000029058,ENSOANT00000040740,61.46
ENSOANG00000030435,ENSOANT00000040069,64.76
ENSOANG00000002295,ENSOANT00000003634,50.31
ENSOANG00000010684,ENSOANT00000016945,51.96
ENSOANG00000002294,ENSOANT00000003632,57.62
ENSOANG00000012776,ENSOANT00000020222,47.86
ENSOANG00000002293,ENSOANT00000003629,60.18
ENSOANG00000020789,ENSOANT00000030249,53.99
ENSOANG00000020789,ENSOANT00000030248,53.99
ENSOANG00000029278,ENSOANT00000042209,44.27
ENSOANG00000031670,ENSOANT00000042337,65.13
ENSOANG00000022326,ENSOANT00000032289,53.35
ENSOANG00000012192,ENSOANT00000019307,40.76
ENSOANG00000002292,ENSOANT00000003627,59.86
ENSOANG00000005555,ENSOANT00000008828,69.74
ENSOANG00000021720,ENSOANT00000031478,58.21
ENSOANG00000005556,ENSOANT00000008829,56.60
ENSOANG00000013403,ENSOANT00000021155,44.09
ENSOANG00000006961,ENSOANT00000011085,41.73
ENSOANG00000009212,ENSOANT00000014671,42.97
ENSOANG00000029701,ENSOANT00000041827,43.28
ENSOANG00000030428,ENSOANT00000038364,39.58
ENSOANG00000009215,ENSOANT00000014678,43.15
ENSOANG00000021377,ENSOANT00000031012,43.76
ENSOANG00000003842,ENSOANT00000006102,47.84
ENSOANG00000030024,ENSOANT00000038411,41.06
ENSOANG00000021376,ENSOANT00000031011,38.73
