default,student,balance,income
No,No,861.65,27350
No,No,1185.66,56480
No,No,901.55,57100
No,Yes,773.73,14840
No,No,1387.97,30710
No,No,1207.69,37350
No,Yes,455.71,12580
No,Yes,550.89,19110
No,Yes,1484.80,22960
No,Yes,441.62,15260
No,No,810.41,28050
No,No,1137.03,49810
No,Yes,1402.40,13870
No,No,1541.81,29370
No,No,898.98,63040
No,Yes,700.33,18700
No,Yes,895.45,23790
No,No,770.13,48480
No,No,841.95,53770
No,No,44.31,30440
No,No,377.30,42250
No,No,264.80,49210
No,No,522.02,37340
No,No,1681.91,41860
No,No,1069.53,55420
No,No,375.70,37920
No,Yes,670.99,19830
No,No,318.91,49300
No,Yes,955.12,25310
No,No,1123.79,24900
No,No,993.58,34830
No,No,278.80,54550
No,No,1553.28,44150
No,No,0,34520
No,No,483.59,36490
No,Yes,311.53,18530
No,No,536.25,32990
No,No,127.70,27480
Yes,Yes,1507.33,23890
No,No,1351.03,40940
No,No,723.19,42750
No,Yes,1041.20,22610
No,No,1102.11,34240
No,Yes,420.37,16410
Yes,No,1278.40,36670
No,No,542.46,52740
No,No,401.82,47170
No,No,506.50,51110
No,No,1160.49,23490
No,No,1277.79,56600
No,Yes,1200.62,18970
No,Yes,1418.58,11550
No,Yes,480.33,14590
No,No,370.53,31130
No,No,737.68,51130
No,No,501.92,41360
No,No,1682.20,30440
No,Yes,813.45,21070
No,No,683.82,46930
No,Yes,1036.60,15190
No,Yes,471.14,24940
No,No,336.41,39700
No,Yes,443.72,13130
No,No,967.13,35260
No,No,549.27,15700
No,No,1601.16,17970
No,No,902.13,59690
No,No,0,37550
No,No,1433.18,41740
No,Yes,502.79,13370
No,No,433.45,35850
No,No,406.42,36750
No,No,935.48,56610
No,Yes,1545.83,12160
No,No,93.94,19810
No,Yes,192.41,24050
No,No,716.92,24010
No,Yes,1157.13,21220
No,No,72.16,39560
No,Yes,1417.26,20460
No,No,1195.48,38450
No,No,559.11,55000
No,No,0,37490
No,No,359.22,25240
Yes,Yes,2123.36,23830
No,No,1316.54,20350
No,No,1172.30,34510
No,No,1453.08,36820
No,Yes,323.95,12320
No,No,1152.55,27340
No,No,1333.99,57660
No,No,709.65,37990
No,No,731.30,33120
No,Yes,279.31,19740
No,No,0,17050
No,Yes,630.70,16500
No,No,543.03,31260
No,No,618.88,27900
No,Yes,1053.16,25220
No,Yes,0,19620
No,Yes,1762.35,17030
No,No,0,43940
No,No,469.15,30360
No,No,699.76,32880
No,No,446.14,42610
No,No,571.17,39680
No,No,952.33,44860
No,No,584.66,55680
No,No,174.36,47750
No,Yes,671.80,15290
No,No,1339.55,53580
No,No,0,49230
No,Yes,1579.07,21100
No,No,917.32,40190
No,No,251.42,25960
No,No,998.36,38380
No,No,828.23,42240
No,Yes,1500.28,16940
No,No,1142.63,26730
No,Yes,1415.19,16730
No,No,198.73,33510
No,No,341.76,41660
No,Yes,146.73,12710
No,No,1576.30,30540
No,No,1830.47,24050
No,No,368.80,34520
No,Yes,1026.57,23630
No,No,0,36220
No,No,241.33,40120
No,No,1272.05,44890
No,No,361.20,49390
No,No,1464.00,32020
No,Yes,815.07,18440
No,Yes,1026.12,16430
No,No,630.72,30460
No,No,1624.12,16050
No,No,744.73,44960
No,No,1439.29,36170
No,Yes,1491.05,13030
No,Yes,0,13330
No,No,1162.69,27200
No,No,1463.59,34060
No,Yes,1309.69,15530
No,No,920.64,37930
No,Yes,6.31,18910
No,No,128.99,56940
No,Yes,1323.28,21140
No,No,383.21,15230
No,No,267.38,32260
No,No,429.07,48100
No,No,711.00,51030
No,Yes,309.52,12130
No,Yes,1317.92,14070
No,No,427.33,55500
No,No,872.85,31470
No,No,1105.55,38880
No,No,678.01,59410
No,Yes,1164.63,17920
No,No,214.90,33900
No,No,721.58,50950
No,Yes,224.33,18280
No,Yes,1199.23,13800
No,No,580.05,37270
No,No,821.49,34730
No,No,602.86,37840
No,Yes,377.76,14020
No,No,727.63,38430
No,Yes,600.43,18530
No,No,993.59,26680
No,No,1096.58,47230
No,No,1603.33,43470
No,No,1146.97,30630
No,No,1342.17,58040
No,Yes,1663.68,19840
No,No,1005.24,41300
No,No,962.89,25060
No,Yes,1092.62,27120
No,No,919.34,43280
No,Yes,176.84,20020
No,No,460.60,38810
No,Yes,782.54,20590
No,No,613.74,56950
No,No,362.10,39650
No,No,861.68,49670
No,Yes,936.47,19380
No,No,1222.73,68560
No,No,794.48,44140
No,No,0,13570
Yes,No,2220.96,40720
No,No,523.21,38060
Yes,No,1907.37,42340
No,Yes,1809.46,18800
No,No,1392.26,32280
No,No,1349.46,35870
No,No,621.73,51590
No,Yes,1273.58,18470
No,No,636.24,17350
No,No,680.45,33190
No,No,836.84,27930
No,Yes,1115.10,19160
No,Yes,799.74,16140
No,Yes,996.38,20070
No,No,1632.80,33450
No,No,439.83,24450
No,No,276.74,50520
No,No,1715.31,22820
No,No,848.69,29040
No,Yes,323.50,19140
No,No,793.61,24970
No,No,612.07,39440
No,Yes,1418.42,14900
No,Yes,1466.93,19130
No,Yes,440.79,19890
No,No,0,53430
No,No,885.18,46570
No,No,635.96,42450
No,No,664.81,32890
No,No,1100.23,34280
No,Yes,1606.32,13420
No,Yes,1704.42,20890
No,No,1295.99,39790
No,No,468.41,22940
No,No,303.78,44740
No,No,971.70,33770
Yes,No,1758.42,49780
No,Yes,1334.70,24620
No,No,982.69,40190
No,No,52.03,14680
No,No,401.50,25010
No,No,1456.84,40180
No,No,772.92,42670
No,Yes,1844.36,14230
No,Yes,1015.51,21360
No,No,988.67,31210
No,No,1072.74,45700
No,No,1576.90,39830
No,No,840.10,33970
No,Yes,1210.43,19020
No,Yes,714.54,13430
No,Yes,607.09,16370
No,No,413.36,43070
No,No,1184.21,34990
No,No,273.60,27990
No,Yes,871.81,9780
No,No,1724.55,46390
No,Yes,1107.40,15660
No,Yes,1161.40,18420
No,Yes,107.60,17940
No,No,136.42,42710
No,No,682.03,30280
No,Yes,791.53,18340
No,No,457.86,43130
No,No,1514.96,36400
No,No,816.09,37760
No,No,1241.95,41950
No,No,932.20,49210
No,No,608.10,46960
No,Yes,627.59,15420
No,Yes,593.05,22780
No,No,187.31,31140
No,No,736.47,39530
No,Yes,838.08,23690
No,No,511.51,43730
No,No,355.35,65790
No,No,1138.39,24090
No,No,828.00,53800
No,No,1218.55,51220
No,No,316.01,34250
No,Yes,480.46,14860
No,No,152.50,39500
No,No,1129.31,46680
No,Yes,887.29,14950
No,No,938.43,34180
No,No,1076.66,43970
Yes,No,1575.48,35730
No,No,148.14,43100
Yes,No,1865.63,49600
No,Yes,633.76,14100
No,Yes,0,23420
No,No,922.81,50800
No,No,4.71,28520
No,No,1198.17,42960
No,No,1726.61,43810
No,No,1075.21,30480
No,Yes,883.92,14740
No,No,1099.29,47620
No,No,948.96,45450
No,Yes,814.63,22940
No,No,687.29,35980
No,No,693.67,32570
No,No,814.84,28520
No,No,1031.97,59550
No,No,1319.48,62050
No,No,1366.02,51550
No,No,1033.45,55480
No,No,0,50230
No,No,857.58,54370
No,No,1156.28,33950
No,No,1713.26,34000
No,Yes,902.98,15070
No,Yes,212.04,16170
No,No,632.80,51140
No,Yes,378.02,19570
No,No,999.53,43930
No,No,970.85,49040
No,No,1319.18,35460
No,No,286.32,59570
No,No,830.57,39720
No,Yes,657.53,19390
No,No,786.64,57700
No,No,111.06,40670
No,No,298.23,27830
No,Yes,819.85,19800
Yes,No,1790.67,44600
No,No,883.47,44200
No,Yes,384.83,17840
Yes,No,1567.61,38780
No,Yes,927.77,18140
No,No,796.32,28610
No,No,652.55,32430
No,No,315.01,44690
No,No,1609.79,38750
No,No,851.79,57950
No,No,460.20,44520
No,No,1203.82,41480
Yes,No,2074.80,38980
No,No,1243.70,37920
No,Yes,1373.03,19450
No,No,449.41,52890
No,No,126.55,69540
No,No,387.23,24240
Yes,Yes,2332.87,11770
No,No,1359.43,24410
No,No,469.33,58360
No,No,111.29,40080
No,No,1443.87,54350
No,No,396.82,51560
No,Yes,146.15,15160
No,No,607.20,36610
No,No,1708.14,46410
No,No,956.53,53700
No,Yes,676.61,16140
No,Yes,238.31,17190
No,Yes,0,15960
No,Yes,740.73,13060
No,Yes,933.71,11810
No,No,860.03,33740
No,No,1032.94,31150
No,No,0,36940
No,No,835.27,51470
No,No,188.40,35070
No,No,506.32,43630
No,No,496.75,35950
No,Yes,739.17,15810
No,Yes,916.53,20130
No,No,1559.75,37220
No,No,392.23,44980
No,No,1065.82,39710
No,No,523.70,48090
No,No,789.56,39190
No,No,805.19,38220
No,No,1255.54,45140
No,No,654.80,44250
No,No,716.76,51520
No,No,686.07,32310
No,No,1530.37,29470
No,No,879.37,29690
No,No,738.32,37270
No,No,1647.42,49150
No,Yes,503.21,21370
No,No,215.02,40390
No,Yes,820.65,24820
No,No,990.67,56140
No,Yes,914.10,15540
No,Yes,1021.01,8970
No,No,1143.43,35770
No,Yes,763.39,15220
Yes,No,1532.32,42150
No,No,1860.74,39550
No,No,1101.29,27780
No,No,541.99,43870
No,Yes,696.58,2980
No,No,1536.23,30630
No,No,1333.19,33780
No,Yes,869.50,18050
No,No,1048.55,40910
No,No,12.07,32670
No,No,699.38,34270
No,No,855.42,48650
No,Yes,562.30,20160
No,No,62.17,28660
No,No,977.88,45000
No,No,1685.45,60890
No,No,1257.79,21670
No,No,671.78,53370
No,No,63.09,38490
No,No,686.38,28950
No,No,582.94,40360
No,No,808.62,32310
No,No,1077.98,17700
No,Yes,1716.08,22750
No,No,417.72,31200
No,No,1300.99,42490
No,No,896.67,46320
No,No,136.82,13580
No,No,29.17,38870
No,No,282.90,35440
No,No,858.54,19070
No,No,864.04,27690
No,No,1225.97,42200
No,No,696.42,38020
No,Yes,1840.21,26480
No,Yes,1227.48,16710
No,No,1716.67,39540
No,No,330.62,11730
No,Yes,915.65,17710
No,No,133.09,34570
No,No,420.61,33290
No,No,1058.05,27190
Yes,No,1972.16,34360
No,No,790.23,43640
No,No,131.62,40150
No,No,0,37460
No,Yes,106.25,17630
No,Yes,712.25,21400
No,No,906.22,44620
No,No,127.40,49730
No,No,1698.07,48590
No,Yes,1448.03,18980
No,No,711.43,40500
No,No,326.62,52690
No,No,352.94,59370
No,Yes,1247.06,15520
No,No,439.06,47890
No,No,1030.21,40710
No,No,0,33160
No,No,1113.27,51450
No,No,1341.07,40190
Yes,Yes,2269.94,18020
No,No,1384.26,27730
No,No,0,32720
No,No,745.81,42760
No,No,909.63,41910
No,No,196.37,57390
No,No,866.17,41360
No,Yes,1460.74,24960
No,No,760.77,44850
No,Yes,1165.28,10350
No,No,1085.42,39270
No,Yes,724.38,18640
No,No,114.88,27360
No,No,794.58,52500
No,No,1093.25,28810
No,No,943.93,48190
Yes,No,1861.06,55670
No,No,900.83,33130
No,Yes,1682.79,23340
No,No,196.19,26610
No,No,1181.12,29180
No,Yes,1101.15,13140
No,Yes,1506.86,14910
No,Yes,1213.84,17370
No,Yes,547.24,17440
No,No,1708.57,34890
No,No,248.04,36250
No,No,386.26,45770
No,No,527.46,35700
No,No,1546.84,51160
No,No,0,47210
No,No,0,55780
No,No,955.46,47520
No,Yes,750.86,16930
No,Yes,1255.74,12200
No,No,818.06,35900
No,Yes,1469.36,11330
No,No,331.72,46850
Yes,No,1456.54,51500
No,Yes,1290.85,19530
No,Yes,711.03,12680
No,No,734.31,33240
No,No,329.21,48130
No,No,1231.50,35060
No,No,847.05,28530
No,No,811.42,55110
No,Yes,1656.85,15350
No,Yes,1547.15,14340
No,Yes,590.71,13040
No,Yes,893.96,15090
No,No,0,34060
No,No,800.15,51730
No,Yes,685.52,12360
No,No,1262.75,68570
No,No,770.11,49850
No,No,1181.00,35120
No,Yes,527.65,17810
No,No,441.48,39200
No,No,921.97,38340
No,Yes,875.36,14630
No,No,1033.12,66300
No,No,1046.74,40820
No,Yes,1319.70,23370
No,Yes,698.51,26760
No,No,570.98,47020
No,No,842.54,33890
No,No,0,47250
No,No,850.38,44540
No,Yes,963.18,12790
No,No,1136.33,42140
No,Yes,1945.49,14940
No,Yes,1442.54,13040
No,No,135.62,39920
No,No,423.87,36780
No,No,299.77,28910
No,Yes,701.53,17600
No,No,283.20,39260
No,Yes,1357.84,11400
No,Yes,1327.86,11020
No,Yes,946.44,15170
No,No,663.50,53100
No,No,115.84,47510
No,No,800.48,37710
No,No,640.06,52410
No,No,877.28,27400
No,Yes,1382.08,15550
No,No,751.39,50910
No,No,0,39890
No,No,1120.70,29610
No,Yes,1312.05,28480
No,No,389.05,22580
No,No,861.69,58020
No,No,1079.39,38860
Yes,No,1893.28,31820
No,No,337.49,55850
No,No,1142.35,45580
No,Yes,847.05,13740
No,Yes,1575.23,24460
No,Yes,403.34,19690
No,Yes,566.52,25390
Yes,Yes,2009.68,25690
No,No,954.59,50130
No,No,1057.94,45510
No,No,381.38,28260
No,No,793.18,35550
No,No,1078.91,54410
No,Yes,1311.09,21180
No,No,38.29,37180
No,No,756.21,36510
No,No,56.86,56240
No,No,1189.74,30310
No,No,1337.39,51500
No,Yes,1255.49,16700
No,No,1211.86,42770
No,No,318.87,50060
No,No,336.07,38590
No,No,934.49,31040
No,No,812.48,42720
No,No,1184.68,37930
No,Yes,1737.60,7150
No,No,94.12,36300
No,No,994.67,33000
No,No,0,21800
No,No,1006.46,44560
No,No,331.92,47770
No,No,967.13,23270
No,No,132.15,26870
No,No,813.74,30970
No,Yes,0,15980
No,No,529.26,38810
No,No,743.05,40940
No,No,27.70,45540
No,No,1299.92,44210
No,No,906.54,27070
No,No,1451.17,53550
No,No,1027.56,48550
No,No,1047.22,40970
No,No,1452.60,28980
No,Yes,1190.54,20290
Yes,No,1858.90,35520
No,Yes,1152.52,12690
No,No,831.59,37370
No,No,922.69,34620
No,Yes,469.45,13940
No,No,474.82,41280
No,Yes,1485.27,10300
No,Yes,943.34,19970
No,No,1789.46,27420
No,No,659.54,21830
No,Yes,1319.53,24030
No,Yes,514.36,18930
No,No,1244.46,40030
No,No,946.81,41230
No,Yes,535.68,11010
No,No,682.81,33020
No,No,1190.48,38550
No,No,171.00,42740
No,Yes,1238.01,26850
No,No,1037.15,36030
No,Yes,464.83,19120
No,No,124.69,65210
No,No,667.20,44680
No,No,1111.06,50300
No,No,1142.39,33740
No,No,778.83,44250
No,No,1412.02,47720
No,No,986.08,52000
No,No,1251.78,32720
No,No,149.02,33390
No,No,465.08,43480
No,No,1031.12,41020
Yes,No,1478.12,31510
No,No,789.00,35790
No,Yes,790.29,14080
No,Yes,1123.59,16080
No,No,1370.10,40100
No,No,396.51,41960
No,No,682.07,30730
No,No,338.73,44920
No,Yes,1056.32,16000
No,No,927.21,44360
No,No,634.69,32590
No,No,833.53,40520
No,Yes,1345.23,18510
No,No,550.89,45340
No,No,495.70,24840
No,No,661.42,22610
No,No,136.19,20930
No,No,480.19,26080
No,No,230.86,32790
No,No,93.57,42930
No,Yes,508.82,22660
No,Yes,970.51,16580
No,No,1324.29,46870
No,No,932.96,32100
No,No,0,31410
No,Yes,984.76,17030
No,No,725.12,47540
No,No,246.82,40950
No,No,1051.32,23850
No,Yes,926.89,19440
No,Yes,1024.02,18540
No,No,699.84,41980
No,Yes,1036.32,14100
No,No,321.10,36270
No,No,0,41150
No,Yes,1299.18,19870
No,No,763.37,40970
No,Yes,808.74,9770
No,No,808.50,34540
No,Yes,677.55,20740
No,Yes,904.00,13990
No,Yes,102.16,26260
No,No,1218.34,43930
No,Yes,774.41,12280
No,No,1309.56,47430
No,No,921.99,31550
No,No,629.69,60230
No,No,77.50,31050
Yes,No,1772.85,42080
No,No,960.23,53410
No,No,664.65,56670
No,No,109.91,33410
Yes,Yes,1790.36,14300
No,No,1425.80,34010
No,Yes,1167.62,23500
No,No,891.19,35860
No,Yes,1124.25,23160
No,No,1796.11,31860
No,No,237.97,38220
No,No,1353.26,43880
No,Yes,1176.55,18660
No,Yes,1229.44,12150
No,No,270.54,34250
No,Yes,722.05,14660
Yes,No,1170.19,46690
No,No,840.13,38730
No,Yes,873.64,21810
No,No,434.24,57140
No,No,605.27,58460
No,No,428.84,36980
No,No,1662.76,36690
No,No,682.71,33170
No,No,598.51,42580
No,No,1088.25,32610
No,No,911.05,38620
No,No,538.16,44650
No,No,721.74,21160
No,Yes,438.51,17400
No,Yes,516.86,20170
No,No,811.17,42180
No,No,775.98,68170
No,No,285.40,39390
Yes,No,1554.81,26430
No,No,1057.01,54650
No,Yes,673.81,17670
No,No,689.68,24080
No,Yes,1400.34,14760
No,No,601.41,41490
No,Yes,754.85,18990
No,No,639.66,49970
No,No,765.77,35120
No,No,220.36,24010
No,No,47.30,38290
No,Yes,780.72,23810
No,No,168.81,57260
No,No,1557.64,46030
Yes,No,1891.10,34440
No,Yes,688.74,26660
No,No,452.00,39990
No,No,574.49,31630
No,No,572.16,43800
No,No,946.77,26610
No,No,523.90,43920
No,No,1146.35,44840
No,No,1646.61,39340
No,No,1216.20,43650
No,No,1184.89,53890
No,No,1416.06,40370
No,No,431.94,46650
No,Yes,521.03,16880
No,Yes,806.99,15960
No,No,775.44,33780
No,No,942.27,24680
No,Yes,1261.25,26080
No,No,509.37,39540
No,No,1389.38,39700
Yes,Yes,1836.16,18940
No,No,196.48,41970
No,No,1348.88,40540
No,No,661.60,43150
No,No,718.98,21040
No,No,451.12,39840
No,Yes,114.41,12540
No,Yes,889.01,10380
No,No,1046.13,47210
No,Yes,1263.87,18520
No,No,1109.03,29750
No,No,698.40,33260
No,No,1328.96,51720
No,Yes,1199.80,19530
No,No,1261.77,26760
No,No,605.36,39000
No,No,550.63,35640
No,No,894.27,36510
No,No,1163.53,46170
No,Yes,1061.75,17500
No,Yes,1204.54,19050
No,No,1666.41,18910
No,No,412.90,49060
No,No,595.06,29840
No,Yes,836.00,7400
No,No,178.15,28780
No,Yes,627.64,17860
No,No,1004.25,36890
No,No,1195.39,34330
No,No,515.63,51070
No,No,1242.11,37980
No,Yes,153.26,14020
No,No,1086.74,42450
No,No,280.95,29990
No,No,955.88,48650
No,No,1093.28,18840
No,No,734.08,22340
No,No,793.82,45080
No,Yes,410.49,25830
No,Yes,677.65,18930
No,No,814.55,39140
No,No,800.17,43540
No,Yes,300.79,19670
Yes,Yes,1748.68,13710
No,No,0,54900
Yes,No,1807.68,42300
No,No,833.07,36330
No,No,794.46,32430
No,No,631.59,46840
No,No,108.24,45260
No,No,1040.39,41390
No,Yes,1207.05,24740
No,No,67.23,45750
No,No,438.39,40570
No,No,708.57,21720
No,No,775.40,41850
No,No,0,49450
No,No,610.50,52120
No,No,845.34,34210
No,No,181.91,37720
No,No,272.98,63560
No,No,805.09,40230
No,No,226.85,33010
No,No,0,39570
No,No,691.92,23950
No,No,1674.19,54650
No,Yes,715.71,27280
No,No,339.43,44880
No,Yes,767.33,21970
No,No,1088.48,38170
No,No,28.56,35410
No,Yes,792.57,21340
No,Yes,1093.11,22590
No,No,408.48,35980
No,No,1214.83,38220
No,Yes,850.15,26760
No,Yes,1078.66,25940
No,No,403.64,55450
No,No,1378.16,48150
No,No,306.99,43500
No,No,1569.38,42410
No,Yes,1377.26,17070
No,Yes,656.37,26570
No,Yes,1654.63,23680
No,No,702.08,47810
No,No,1110.06,40230
No,Yes,718.21,18780
No,No,737.15,50540
No,No,672.38,40230
No,No,1298.00,42210
No,No,489.39,37330
No,Yes,636.10,20760
No,Yes,1406.79,16680
No,No,997.80,50280
No,No,0,49790
No,Yes,691.22,16870
No,No,485.86,14210
No,No,730.17,42680
No,No,152.11,41840
No,Yes,1105.92,13120
No,No,0,47590
No,No,815.73,48780
No,No,568.62,28120
No,No,589.94,24850
No,No,1139.56,36360
No,Yes,344.52,21340
Yes,No,2005.57,36630
No,No,1391.03,51880
No,No,1338.88,32500
No,No,78.78,37600
No,No,764.64,49100
No,No,602.61,56010
No,No,834.69,42460
No,No,1391.51,30150
Yes,No,1823.75,53520
No,No,1010.07,39450
No,Yes,1069.80,14730
No,No,1116.06,37070
No,No,428.40,36340
No,No,147.48,44480
No,Yes,689.51,15600
No,No,939.42,55360
No,Yes,591.14,19930
No,No,1139.26,41860
No,No,500.64,31350
No,No,1109.40,64210
No,Yes,733.92,28100
No,No,687.95,40350
No,No,118.59,35970
No,No,0,42000
No,No,634.86,49680
No,No,615.47,38160
No,No,457.95,36210
No,Yes,854.14,12840
No,No,770.95,42670
No,Yes,0,24280
No,No,58.44,44830
Yes,Yes,1893.66,21520
No,No,768.04,35950
No,No,336.24,46270
No,No,852.97,42770
No,Yes,1300.70,13670
No,No,743.51,33760
No,No,293.45,38520
No,Yes,1472.94,23870
No,No,756.16,52770
No,No,465.49,42350
No,Yes,1041.43,24840
No,No,709.73,46360
No,No,427.11,34190
No,No,612.22,60320
No,No,1322.15,47890
No,No,673.74,25010
Yes,No,1135.04,48980
No,Yes,509.61,21920
No,No,113.66,38510
No,Yes,560.43,24510
No,No,1163.73,32460
No,No,133.50,49510
No,No,897.42,36290
No,Yes,793.56,13440
No,No,942.78,27730
No,No,953.80,40900
No,No,814.24,29630
No,No,1387.70,26860
No,Yes,601.34,15890
No,No,656.52,34220
No,Yes,1790.54,21930
Yes,Yes,1925.98,17760
No,No,0,16830
No,No,310.11,31440
No,Yes,956.72,14460
No,No,205.17,47280
No,Yes,1572.80,24550
No,Yes,1455.68,14820
No,Yes,1011.45,28310
No,No,413.59,31460
No,Yes,0,19280
No,No,377.19,41900
No,No,0,51480
No,Yes,0,13400
No,Yes,527.05,22980
No,Yes,1470.33,15750
No,No,776.56,54660
No,No,1096.20,41010
No,No,130.45,46090
No,No,1331.60,27660
No,Yes,598.08,12380
No,No,177.01,53540
No,No,937.03,27170
No,No,0,46580
No,Yes,970.21,19240
No,No,268.87,48000
No,Yes,708.97,15960
No,No,596.00,32980
Yes,Yes,1944.67,13020
No,Yes,1805.29,10400
No,No,405.38,28490
No,No,849.12,26970
No,No,988.40,32450
Yes,Yes,2261.84,20030
No,No,1221.59,40860
No,No,1057.35,45090
No,Yes,292.30,17320
No,Yes,940.07,18580
No,No,368.19,32100
No,No,703.38,38410
No,No,1018.22,39890
No,No,240.22,25040
No,Yes,446.63,18300
No,No,1277.79,35620
No,No,519.58,30540
No,No,933.52,40370
No,Yes,1074.57,18570
No,Yes,1697.75,19020
No,No,1240.66,46140
No,No,573.58,54420
No,No,486.05,54790
No,No,455.34,41370
No,No,1110.43,39310
No,No,1225.06,49090
No,No,286.25,28830
No,No,1444.63,40360
No,No,1031.04,38190
No,Yes,382.00,19950
No,No,1337.31,41520
No,No,463.90,39620
No,No,948.77,24090
No,No,626.51,49200
No,No,350.07,45350
Yes,Yes,1492.96,11050
No,No,847.63,33190
No,No,241.94,47840
No,No,616.53,31920
No,No,733.41,36720
No,No,1100.97,50230
No,No,665.62,55090
No,No,174.93,55040
No,No,124.22,51260
No,No,344.54,38460
No,No,954.94,42960
No,No,1629.32,44910
No,No,913.04,31840
No,No,1306.84,49030
No,Yes,2308.89,19110
No,No,1042.42,58230
No,No,1264.87,44350
No,Yes,1348.64,21780
No,No,1256.89,23100
No,No,1046.63,45710
No,No,0,22530
No,No,432.65,22980
No,No,563.15,43020
No,No,721.09,41410
No,No,741.59,24390
No,No,1071.30,19520
No,Yes,1589.63,22540
No,No,1194.59,38220
No,No,269.58,38650
No,Yes,455.59,20540
No,Yes,795.54,10250
No,No,595.36,31410
No,Yes,539.83,13110
Yes,No,1322.72,23220
No,No,1267.29,36780
No,No,1091.99,34700
No,Yes,951.78,14350
No,Yes,559.49,16990
No,Yes,1222.14,9080
No,Yes,1026.10,20990
No,No,1140.59,25110
No,No,556.44,39700
No,Yes,306.61,11510
No,No,1271.25,42530
No,No,333.07,61500
No,No,1174.51,23940
No,No,473.96,35130
Yes,Yes,1724.96,22170
No,Yes,1056.77,14190
No,No,841.73,38020
No,No,590.87,52970
No,Yes,1070.66,19310
No,No,914.97,52870
No,No,1130.51,35070
Yes,No,1706.95,21730
No,No,839.32,43900
No,Yes,330.93,21270
No,Yes,762.58,24730
No,No,986.81,32380
No,No,916.07,42200
No,No,1263.67,25690
No,No,0,42110
No,No,441.00,47700
No,No,349.05,46690
No,No,423.98,37970
No,Yes,1295.02,21710
No,No,681.72,31150
No,No,1153.02,20580
No,No,1470.34,26130
No,Yes,1040.87,12170
No,No,1007.26,28240
No,No,667.14,44860
No,Yes,634.67,17020
No,No,298.70,39590
No,No,909.48,48350
Yes,Yes,1737.53,20970
No,No,203.26,46510
No,Yes,0,19750
No,Yes,1889.67,14750
Yes,No,1558.46,41640
No,No,1201.92,45380
No,No,1051.60,47520
No,No,641.52,18350
No,No,883.90,41660
No,Yes,953.80,18240
No,Yes,1168.89,14970
No,No,431.33,58550
No,Yes,1291.91,17910
No,Yes,335.35,5110
No,No,30.82,35960
No,Yes,1119.23,15210
Yes,Yes,1812.07,17960
No,No,385.69,44650
No,Yes,651.55,17740
No,No,1717.49,38790
No,Yes,1181.51,11780
No,No,745.27,34700
No,Yes,1453.30,15180
No,Yes,1333.09,29360
No,Yes,571.88,15630
No,No,494.65,40370
No,No,163.58,58220
No,Yes,1371.46,24240
No,No,1129.20,40680
No,No,0,53660
No,No,84.85,53760
No,No,681.45,48890
No,Yes,1366.47,11260
No,No,82.08,27350
No,No,602.99,33880
No,No,176.32,54790
No,Yes,713.79,20670
No,No,137.72,44740
No,No,159.97,30560
Yes,Yes,1956.92,15570
No,No,183.57,51140
No,No,975.33,50750
No,No,0,44210
No,No,424.28,35670
No,No,1477.66,42010
No,Yes,1211.36,14180
No,No,903.54,46970
No,Yes,1076.23,18090
No,No,988.66,28480
No,No,1311.08,32790
No,No,0,40050
No,No,289.32,45550
No,No,22.53,59530
No,Yes,287.60,24440
No,No,25.82,22720
No,Yes,725.79,23200
No,Yes,1137.02,25110
No,No,1335.11,30110
No,No,1193.67,34360
No,Yes,0,18160
No,No,1047.72,45180
No,No,0,48270
No,No,327.32,29810
No,No,771.68,38850
No,Yes,873.67,17650
No,No,974.90,36760
No,No,309.82,28130
No,No,286.85,18400
No,No,509.85,49340
No,Yes,840.33,21090
No,No,223.68,23510
No,No,1407.22,22800
No,No,1178.98,45540
No,No,1298.48,39140
No,No,627.35,37610
No,No,907.16,27630
No,No,872.15,40520
No,No,620.32,52530
No,No,380.33,30890
No,No,1073.16,51660
No,No,883.23,32310
No,Yes,1558.21,7360
Yes,No,2023.73,32090
No,Yes,803.96,13170
No,No,1060.20,27870
No,No,869.85,33580
No,Yes,1306.48,13980
No,No,1597.89,36520
No,No,1351.96,43630
No,No,0,29470
No,No,442.59,38940
No,Yes,963.20,15930
No,No,1063.79,41150
No,No,214.41,42750
No,No,1258.57,33570
No,No,506.62,49060
No,No,38.40,38700
No,No,1237.54,37380
No,No,0,47430
No,No,555.66,46580
No,No,747.93,44030
No,Yes,1000.62,17220
No,No,773.67,40420
No,No,744.76,35060
No,No,953.12,51250
No,No,998.37,37810
No,Yes,1098.95,21020
No,No,521.68,48700
No,No,82.73,27620
No,No,219.11,31490
No,No,276.37,38720
No,Yes,1180.36,24060
No,No,620.91,39090
No,No,414.85,38030
No,No,1389.89,48680
